PublishDate,Publish Week Day,mins,secs,Channel,Video Name on Youtube,Level,Access,Youtube Link,New Level Color on Thumbnail,Text that differs from standart description text,Subtitles,End scrn,Cards,Chapters,Thumbnail,Scheduled,Short links in the description,Translations (title & description),Pin comment,Short link in the comment,Added to playlists,Patreon Post,Shorts,Short links in shorts,TikTok заготовка,Upload to platform,Tags,Speaker,Is a Series' Episode,Next episode link,Cut out fragments on Youtube
13.10.2025,пн,,,ComprehensibleRussian,Long Road Trip to Moscow: 15 Hours of Driving!,Intermediate 1,Premium,https://youtu.be/UNfU2_hsu2o,FALSE,,,,,,,,,,,,,,,,,TRUE,"Travel, Vlog, Geography, Family",Nastya (Comprehensible Russian),FALSE,,
14.10.2025,вт,,,ComprehensibleRussian,"Kazan Adventures: K-pop Fest, Cinema & Package Unboxing.",Intermediate 2,Premium,https://youtu.be/X1aTfwDSrQs,FALSE,,,,,,,,,,,,,,,,,TRUE,"City, Daily life, Lifestyle, Shopping, Vlog, Music, Holidays & leisure",Elvira (Comprehensible Russian),TRUE,https://www.patreon.com/posts/138231097,
15.10.2025,ср,,,ComprehensibleRussian,Learn Russian Naturally: Daily Routine Vlog.,Intermediate 1,Free,https://youtu.be/NVRob6yKtlg,FALSE,,,,,,,,,,,,,,,,,TRUE,"Daily life, ""Activities, how-to"", Home, Lifestyle",Elvira (Comprehensible Russian),FALSE,,
16.10.2025,чт,,,ComprehensibleRussian,What Makes the Ukulele Sound So Unique? | Find Out Now!,Intermediate 2,Premium,https://youtu.be/lpep4aAjz-E,FALSE,,,,,,,,,,,,,,,,,TRUE,"""Activities, how-to"", Music, Words & Expressions",Valera (Comprehensible Russian),TRUE,https://www.patreon.com/posts/138045077,
17.10.2025,пт,,,ComprehensibleRussian,Exploring Vladimir (Must-See Sights!),Intermediate 2,Premium,https://youtu.be/kA5BYjej1BE,FALSE,,,,,,,,,,,,,,,,,TRUE,"Culture, City, Vlog, Travel, History",Nastya (Comprehensible Russian),FALSE,,
18.10.2025,сб,,,ComprehensibleRussian,My Fall Capsule Wardrobe: Cozy & Simple.,Intermediate 1,Premium,https://youtu.be/CK9WJsBkKiI,FALSE,,,,,,,,,,,,,,,,,TRUE,"Clothing, Daily life, Home",Elvira (Comprehensible Russian),TRUE,https://www.patreon.com/posts/136266025,
19.10.2025,вс,,,ComprehensibleRussian,Just Grabbed My Camera and Went – Belgorod to Moscow Vlog.,Intermediate 2,Premium,https://youtu.be/PSzQeAk9bcM,FALSE,,,,,,,,,,,,,,,,,TRUE,"City, Vlog, Travel, Culture, History",Valera (Comprehensible Russian),TRUE,https://www.patreon.com/posts/138189929,
20.10.2025,пн,,,ComprehensibleRussian,Secret Moscow: Exploring Magical Izmailovo Kremlin.,Advanced,Premium,https://youtu.be/0J6xA1XOfsw,FALSE,,,,,,,,,,,,,,,,,TRUE,"Vlog, Travel, Culture, History, Holidays & leisure, Personal stories, Personal experience",Nastya (Comprehensible Russian),FALSE,,
21.10.2025,вт,,,ComprehensibleRussian,How to Repot Tomato Seedlings? (Easy Steps),Intermediate 1,Premium,https://youtu.be/LV-4ztmHfb0,FALSE,,,,,,,,,,,,,,,,,FALSE,"""Activities, how-to"", Words & Expressions, ""Colors, numbers, size, units, forms"", Home",Elvira (Comprehensible Russian),TRUE,https://www.patreon.com/posts/137391936,
22.10.2025,ср,,,ComprehensibleRussian,"Learn Russian with This Vlog: A Day at ""Kudykin Mountain"".",Intermediate 1,Free,https://youtu.be/-cXFTGvhBHM,FALSE,,,,,,,,,,,,,,,,,FALSE,"Family, Culture, Travel, Vlog, Geography, Animals, Personal experience, Nature",Nastya (Comprehensible Russian),TRUE,https://www.patreon.com/posts/138458836,
23.10.2025,чт,,,ComprehensibleRussian,From Retro to Modern: Moscow's Subway.,Intermediate 1,Premium,https://youtu.be/IpoENLKM4PU,FALSE,,,,,,,,,,,,,,,,,FALSE,"Culture, Art & Architecture, History, Personal experience, Technoligies, Society",Valera (Comprehensible Russian),TRUE,!! (1) Прогулка по московским районам,
24.10.2025,пт,,,ComprehensibleRussian,Walking Tour of Moscow: History & Culture.,Advanced,Premium,https://youtu.be/o-qEcd27UqM,FALSE,,,,,,,,,,,,,,,,,FALSE,"Travel, Vlog, Culture, History, Holidays & leisure, City",Nastya (Comprehensible Russian),FALSE,,
25.10.2025,сб,,,ComprehensibleRussian,My First Bad Grade in Russian School | Easy Russian Story.,Intermediate 1,Premium,https://youtu.be/AUYvE3hGomA,FALSE,,,,,,,,,,,,,,,,,FALSE,"Personal experience, Personal stories, Stories, Education, Literature",Elvira (Comprehensible Russian),TRUE,тренировки,
26.10.2025,вс,,,ComprehensibleRussian,Explore Moscow’s Hidden Gems & Stunning Architecture | Vlog in Russian.,Intermediate 1,Premium,https://youtu.be/d73slC40Ers,FALSE,,,,,,,,,,,,,,,,,FALSE,"Art & Architecture, History, City, Vlog, Travel",Valera (Comprehensible Russian),TRUE,любое видео из Москвы,
27.10.2025,пн,,,ComprehensibleRussian,What Do Russians REALLY Wear in Autumn?,Intermediate 1,Premium,https://youtu.be/BCCYNhvKPDI,FALSE,,,,,,,,,,,,,,,,,FALSE,"Home, Lifestyle, Clothing",Nastya (Comprehensible Russian),TRUE,11:46 - GRWM: собираюсь на свадьбу,
28.10.2025,вт,,,ComprehensibleRussian,I Finally Deep Cleaned My Entire Home | Satisfying Clean With Me.,Intermediate 1,Premium,https://youtu.be/KTadD0uMLxY,FALSE,,,,,,,,,,,,,,,,,FALSE,"""Activities, how-to"", Daily life, Home, Words & Expressions",Elvira (Comprehensible Russian),FALSE,,
29.10.2025,ср,,,ComprehensibleRussian,What's It Like to Be an Actor in Russia? Slow Russian for Beginners.,Intermediate 1,Free,https://youtu.be/DTW8ZPgnolo,FALSE,,,,,,,,,,,,,,,,,FALSE,"""Activities, how-to"", Lifestyle, Work, Nature, Clothing",Valera (Comprehensible Russian),FALSE,,
30.10.2025,чт,,,ComprehensibleRussian,Learn Russian with Real Food: Shawarma in Moscow.,Intermediate 1,Premium,https://youtu.be/jFG3AtLhAYc,FALSE,,,,,,,,,,,,,,,,,FALSE,"Food & kitchen, City, Vlog, Words & Expressions, Lifestyle",Valera (Comprehensible Russian),TRUE,видео о прогулке по центру москвы,
31.10.2025,пт,,,ComprehensibleRussian,Discover Russia's Soul Through Its Literature and Music!,Intermediate 2,Premium,https://youtu.be/2Cjy_78_4v4,FALSE,,,,,,,,,,,,,,,,,FALSE,"Education, Famous people, Literature, Music",Nastya (Comprehensible Russian),FALSE,,
01.11.2025,сб,,,ComprehensibleRussian,Learn Body Parts in Russian with My Bear | Russian for Complete Beginners.,Beginner 0,Free,https://youtu.be/LkTnzSuIQBU,FALSE,,,,,,,,,,,,,,,,,FALSE,"Words & Expressions, Home, Language learning, ""Colors, numbers, size, units, forms""",Elvira (Comprehensible Russian),FALSE,,
02.11.2025,вс,,,ComprehensibleRussian,Real Russian Vlog: Exploring Moscow Like a Local.,Intermediate 1,Premium,https://youtu.be/5Zjg-TFb0jw,FALSE,,,,,,,,,,,,,,,,,FALSE,"Vlog, Travel, City, Daily life, Food & kitchen, Personal experience, Lifestyle, Society",Valera (Comprehensible Russian),TRUE,https://www.patreon.com/posts/139191056,
03.11.2025,пн,,,ComprehensibleRussian,What Holidays and Traditions Do Russians Celebrate in Autumn?🍁,Advanced,Premium,https://youtu.be/-CqxjkVs0Fg,FALSE,,,,,,,,,,,,,,,,,FALSE,"Culture, Personal stories, Holidays & leisure, Famous people, Education",Nastya (Comprehensible Russian),TRUE,"я болею + народные средства, которыми мы лечимся (в конце)",
04.11.2025,вт,,,ComprehensibleRussian,Is This the Perfect Morning Workout for Beginners?,Intermediate 1,Premium,https://youtu.be/rBqzmTOKhxM,FALSE,,,,,,,,,,,,,,,,,FALSE,"Sports, Words & Expressions, Personal experience, Health, Daily life, Home",Elvira (Comprehensible Russian),FALSE,,
05.11.2025,ср,,,ComprehensibleRussian,Learn Russian with Cooking - 3 Simple Oatmeal Breakfasts.,Intermediate 1,Free,https://youtu.be/2mqiu60ZWQE,FALSE,,,,,,,,,,,,,,,,,FALSE,"Daily life, Home, Food & kitchen",Elvira (Comprehensible Russian),FALSE,,
06.11.2025,чт,,,ComprehensibleRussian,Walking Through Moscow. Can You Understand His Russian?,Intermediate 1,Premium,https://youtu.be/QFZ1KcCBWKg,FALSE,,,,,,,,,,,,,,,,,FALSE,"Travel, Vlog, Culture, Daily life, City, Art & Architecture, History",Valera (Comprehensible Russian),TRUE,2 часть прогулки,
07.11.2025,пт,,,ComprehensibleRussian,"How I Unwind After a Busy Day:  Coffee, Nature, and Russian Series!",Intermediate 1,Premium,https://youtu.be/vPsHovJozN0,FALSE,,,,,,,,,,,,,,,,,FALSE,"""Activities, how-to"", Holidays & leisure, Home, Nature, Lifestyle",Nastya (Comprehensible Russian),TRUE,в конце один день из жизни школьника или отдых в ейске,
08.11.2025,сб,,,ComprehensibleRussian,,Intermediate 1,Premium,,FALSE,,,,,,,,,,,,,,,,,FALSE,"""Activities, how-to"", Food & kitchen, Lifestyle, Home",,FALSE,,
09.11.2025,вс,,,ComprehensibleRussian,My Indoor Garden: Meet My Houseplants and Their Surprising Facts!,Intermediate 1,Premium,https://youtu.be/JQL2vVjJ7Gs,FALSE,,,,,,,,,,,,,,,,,FALSE,"""Activities, how-to"", Nature, Home, Personal experience",Elvira (Comprehensible Russian),FALSE,,
10.11.2025,пн,,,ComprehensibleRussian,How Does Moscow Look in the Evening? Stunning Views and Crowds!,Intermediate 1,Premium,https://youtu.be/U-LBYnY9mUA,,,,,,,,,,,,,,,,,,FALSE,"Travel, Vlog, City, Art & Architecture, Culture, Daily life, History",Valera (Comprehensible Russian),TRUE,"в конце, 1часть",
11.11.2025,вт,,,ComprehensibleRussian,What Do Russian Equestrian Clubs Look Like? Take a Tour!,Intermediate 2,Premium,https://youtu.be/pMBe2HIU5RE,,,,,,,,,,,,,,,,,,FALSE,"""Activities, how-to"", Animals, Personal experience, Words & Expressions",Nastya (Comprehensible Russian),FALSE,,
12.11.2025,ср,,,ComprehensibleRussian,We Got Lost in Moscow's Park! A Natural Russian Vlog.,Intermediate 1,Free,https://youtu.be/7pKPE4LGPmc,,,,,,,,,,,,,,,,,,FALSE,"Travel, Vlog, Personal experience, History, Nature, Culture",Nastya (Comprehensible Russian),TRUE,"в конце - день из моей жизни. можно еще вставить прохожу 25тыс шагов с подругой, там в некоторых фрагментах есть этот парк. где 1:45, это я упомянула цикл исторических выпусков, которые вела инна",
13.11.2025,чт,,,ComprehensibleRussian,Can I Make Perfect Cherry Jam Without Experience? My First Attempt!,Intermediate 1,Premium,https://youtu.be/q6ntTbGWry8,,,,,,,,,,,,,,,,,,FALSE,"""Activities, how-to"", Personal experience, Food & kitchen",Elvira (Comprehensible Russian),TRUE,роллы,
14.11.2025,пт,,,ComprehensibleRussian,How Do You Tell a Horse to Go Faster or Slower? Watch My Progress!,Intermediate 1,Premium,https://youtu.be/qUDtt4EEj3Q,,,,,,,,,,,,,,,,,,FALSE,"""Activities, how-to"", Animals, Nature, Personal experience, Words & Expressions",Valera (Comprehensible Russian),TRUE,другое видео с конями,
15.11.2025,сб,,,ComprehensibleRussian,,Intermediate 2,Premium,,,,,,,,,,,,,,,,,,,FALSE,"Personal experience, Famous people, Literature, Stories",,FALSE,,
16.11.2025,вс,,,ComprehensibleRussian,"Growing Up, Soviet School, Friends, and Secret Night Adventures.",Advanced,Premium,https://youtu.be/Yhxj1q55ams,,,,,,,,,,,,,,,,,,FALSE,"Family, Personal experience, Personal stories, Lifestyle, Home, Culture",Inna's Father (Comprehensible Russian),TRUE,след. часть,
17.11.2025,пн,,,ComprehensibleRussian,Russian Family Cooking: Making Okroshka in 15 Minutes.,Intermediate 1,Premium,https://youtu.be/4dGxyWlZMu8,,,,,,,,,,,,,,,,,,FALSE,"""Activities, how-to"", Daily life, Food & kitchen, Culture",Nastya (Comprehensible Russian),FALSE,,
18.11.2025,вт,,,ComprehensibleRussian,Russian Autumn: Golden Beauty or Melancholy Season?,Intermediate 1,Premium,https://youtu.be/mOjuj56-ab4,,,,,,,,,,,,,,,,,,FALSE,"Home, Personal stories, Nature",Elvira (Comprehensible Russian),TRUE,https://www.patreon.com/posts/first-day-of-in-137894132,
19.11.2025,ср,,,ComprehensibleRussian,Russians Do THIS in Banyas… And It’s CRAZY!,Intermediate 1,Free,https://youtu.be/asHtwgA8LMc,,,,,,,,,,,,,,,,,,FALSE,"""Activities, how-to"", Culture, Daily life, Personal experience",Valera (Comprehensible Russian),TRUE,сруб,
20.11.2025,чт,,,ComprehensibleRussian,The Beauty of Autumn Colors While Horseback Riding — Must See!,Intermediate 1,Premium,https://youtu.be/jpFRb1H7-b0,,,,,,,,,,,,,,,,,,FALSE,"""Activities, how-to"", Nature, Vlog, Personal experience, Animals",Valera (Comprehensible Russian),TRUE,о лошадях,
21.11.2025,пт,,,ComprehensibleRussian,How I Spend My Day in Moscow: From Breakfast to Exploring Parks!,Intermediate 1,Premium,https://youtu.be/B0Pgl7bMxbs,,,,,,,,,,,,,,,,,,FALSE,"Vlog, Lifestyle, Nature, Daily life, Holidays & leisure",Nastya (Comprehensible Russian),FALSE,,
22.11.2025,сб,,,ComprehensibleRussian,,Intermediate 1,Premium,,,,,,,,,,,,,,,,,,,FALSE,"Cartoons, Children, ""Colors, numbers, size, units, forms"", Language learning",,FALSE,,
23.11.2025,вс,,,ComprehensibleRussian,Can You Believe Making Sushi Rolls Is So Simple? Easy Step-by-Step Guide!,Intermediate 1,Premium,https://youtu.be/s9CX9sKmGk4,,,,,,,,,,,,,,,,,,FALSE,"""Activities, how-to"", Daily life, Food & kitchen, Home",Elvira (Comprehensible Russian),FALSE,,
24.11.2025,пн,,,ComprehensibleRussian,Mowing the Grass with a Gas Lawn Mower — Will I Finish?,Intermediate 1,Premium,https://youtu.be/83i31VrlgGY,,,,,,,,,,,,,,,,,,FALSE,"""Activities, how-to"", Nature, Personal experience, Home, Daily life",Valera (Comprehensible Russian),FALSE,,
25.11.2025,вт,,,ComprehensibleRussian,Can a Lazy Day Still Be Productive? My Full Routine.,Beginner 2,Premium,https://youtu.be/FNmhCTf3IlE,,,,,,,,,,,,,,,,,,FALSE,"""Activities, how-to"", Daily life, Holidays & leisure, Home, Literature, Nature, Vlog",Nastya (Comprehensible Russian),FALSE,,
26.11.2025,ср,,,ComprehensibleRussian,🛌Why Russians Slept on Stoves – You Won’t Believe This Tradition!,Beginner 2,Free,https://youtu.be/TAmINUVs6Ro,,,,,,,,,,,,,,,,,,FALSE,"Culture, Personal stories, Home",Elvira (Comprehensible Russian),TRUE,https://www.patreon.com/posts/135931304,
27.11.2025,чт,,,ComprehensibleRussian,I Think I’m Getting Sick… 🤒 | A Real Day in Russia.,Intermediate 1,Premium,https://youtu.be/53mbLUBu96w,,,,,,,,,,,,,,,,,,FALSE,"Vlog, Food & kitchen, Daily life, Personal experience, Health",Elvira (Comprehensible Russian),TRUE,https://www.patreon.com/posts/141278341,
28.11.2025,пт,,,ComprehensibleRussian,🔥A Russian Man’s Busy Day: From Motorbike Lessons to Roof Repairs.,Intermediate 1,Premium,https://youtu.be/RjpkqW-J4cY,,,,,,,,,,,,,,,,,,FALSE,"""Activities, how-to"", Home, Vlog, Work, Personal experience, Family",Valera (Comprehensible Russian),TRUE,https://www.patreon.com/posts/141645743,
29.11.2025,сб,,,ComprehensibleRussian,😱 What REALLY Happens at a RUSSIAN Kids' Gymnastics Competition!,Intermediate 1,Free,https://youtu.be/qM01ei9sdo4,,,,,,,,,,,,,,,,,,FALSE,"Vlog, Family, Personal experience, Children, Sports",Nastya (Comprehensible Russian),TRUE,Готовим пирог с сестрой (21.07),
30.11.2025,вс,,,ComprehensibleRussian,Daily life in Russia: Visiting relatives and enjoying the colors of fall in Russia.,Intermediate 2,Premium,https://youtu.be/Tix3fIAshiU,,,,,,,,,,,,,,,,,,FALSE,"Holidays & leisure, Family, Nature, Vlog, Daily life",Elvira (Comprehensible Russian),TRUE,интересные факты о Казани,
01.12.2025,пн,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.12.2025,вт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.12.2025,ср,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.12.2025,чт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.12.2025,пт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.12.2025,сб,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.12.2025,вс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.12.2025,пн,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.12.2025,вт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.12.2025,ср,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.12.2025,чт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.12.2025,пт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.12.2025,сб,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.12.2025,вс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.12.2025,пн,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.12.2025,вт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.12.2025,ср,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.12.2025,чт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.12.2025,пт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.12.2025,сб,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.12.2025,вс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.12.2025,пн,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.12.2025,вт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.12.2025,ср,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.12.2025,чт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.12.2025,пт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.12.2025,сб,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.12.2025,вс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.12.2025,пн,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.12.2025,вт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.12.2025,ср,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,How to Talk About the Weather in Russian,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Dubai to Goa: CRAZY Travel Coincidence! после ноября,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,What’s colder for Russians_ Russia or Europe,,Premium,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Hannah case - 85 hrs - Pure ALG,,English,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Tyler Case - 50 hrs - Mass Immersion,,English,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,James Case - 120 hrs - CI Learner,,English,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Mike case - 485 hrs (англ.субтитры или перезапись?),,English,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Michael E. 100 hrs,,English,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Adam W. 8 hrs,,English,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,AUA student from 1986 starts learning Russian with Inna - Marc Zarych Interview,,English,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Показываю квартиру,,Free,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Болтовня Сон-Конфеты-Стрижки,,Free,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,How often does Inna drink vodka?,,Free,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Growing Up Soviet: School, Friends, and Secret Night Adventures",Advanced,Premium,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Some Became Scientists, Some Disappeared: My Soviet-Era Friends",Advanced,Premium,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.07.2025,,,,Learning Russian the natural way,"B2 Karlson Book 2, part 16 /// Learning Russian Is Easy!",Intermediate 2,Free,https://www.youtube.com/watch?v=CJ5y3W6Naxo,,,,,,,,,,,,,,,,,,TRUE,Stories,Natasha (Learning Russian the Natural Way),,,
11.07.2025,,,,Learning Russian the natural way,Slow Russian Дядя Фёдор часть 5 Stories for learning Russian for beginners Level A1-А2,Beginner 2,Free,https://www.youtube.com/watch?v=xkfsbs73eY8,,,,,,,,,,,,,,,,,,TRUE,Stories,Natasha (Learning Russian the Natural Way),,,
10.07.2025,,,,Learning Russian the natural way,A1-А2 Узник Slow Russian Stories for learning Russian for beginners Level,Beginner 2,Free,https://www.youtube.com/watch?v=PdEp6HHPCgE,,,,,,,,,,,,,,,,,,TRUE,Stories,Natasha (Learning Russian the Natural Way),,,
08.07.2025,,,,Learning Russian the natural way,Lesson 1 Russian lessons for beginners,Beginner 2,Free,https://www.youtube.com/watch?v=DGuAIu1syLo,,,,,,,,,,,,,,,,,,TRUE,Stories,Natasha (Learning Russian the Natural Way),,,
07.07.2025,,,,Learning Russian the natural way,A1-А2 Кофейня Slow Russian Stories for learning Russian for beginners Level,Beginner 2,Free,https://www.youtube.com/watch?v=dk1JMDQvhfg,,,,,,,,,,,,,,,,,,TRUE,Stories,Natasha (Learning Russian the Natural Way),,,
04.07.2025,,,,Learning Russian the natural way,Slow Russian Дядя Фёдор часть 4 Stories for learning Russian for beginners Level A1-А2,Beginner 2,Free,https://www.youtube.com/watch?v=eFpBtYQ57kk,,,,,,,,,,,,,,,,,,TRUE,Stories,Natasha (Learning Russian the Natural Way),,,
03.07.2025,,,,Learning Russian the natural way,A1-А2 Маркус Slow Russian Stories for learning Russian for beginners Level,Beginner 2,Free,https://www.youtube.com/watch?v=4bTlevJqDD8,,,,,,,,,,,,,,,,,,TRUE,Stories,Natasha (Learning Russian the Natural Way),,,
01.07.2025,,,,Learning Russian the natural way,A1-А2 Хижина Slow Russian Stories for learning Russian for beginners Level,Beginner 2,Free,https://www.youtube.com/watch?v=vBy981F0-eo,,,,,,,,,,,,,,,,,,TRUE,Stories,Natasha (Learning Russian the Natural Way),,,
30.06.2025,,,,Learning Russian the natural way,A1-А2 Ресторан Slow Russian Stories for learning Russian for beginners Level,Beginner 2,Free,https://www.youtube.com/watch?v=48n_EcwGILE,,,,,,,,,,,,,,,,,,TRUE,Stories,Natasha (Learning Russian the Natural Way),,,
27.06.2025,,,,Learning Russian the natural way,Slow Russian Дядя Фёдор часть 3 Stories for learning Russian for beginners Level A1-А2,Beginner 2,Free,https://www.youtube.com/watch?v=tb-fdCOQe8Y,,,,,,,,,,,,,,,,,,TRUE,Stories,Natasha (Learning Russian the Natural Way),,,
26.06.2025,,,,Learning Russian the natural way,Slow Russian A1-А2 Случай на выставке Stories for learning Russian for beginners Level,Beginner 2,Free,https://www.youtube.com/watch?v=XaSH1z3WLm4,,,,,,,,,,,,,,,,,,TRUE,Stories,Natasha (Learning Russian the Natural Way),,,
25.06.2025,,,,Learning Russian the natural way,"B2 Karlson Book 2, part 15 /// Learning Russian Is Easy!",Intermediate 2,Free,https://www.youtube.com/watch?v=BFQHbDkaqEE,,,,,,,,,,,,,,,,,,TRUE,Stories,Natasha (Learning Russian the Natural Way),,,
23.06.2025,,,,Learning Russian the natural way,Slow Russian A1-А2 В деревне Stories for learning Russian for beginners Level,Beginner 2,Free,https://www.youtube.com/watch?v=9QyPNfMwIxM,,,,,,,,,,,,,,,,,,TRUE,Stories,Natasha (Learning Russian the Natural Way),,,
20.06.2025,,,,Learning Russian the natural way,Slow Russian A1-А2 Гамельн Stories for learning Russian for beginners Level,Beginner 2,Free,https://www.youtube.com/watch?v=Jekn7WfBCO0,,,,,,,,,,,,,,,,,,TRUE,Stories,Natasha (Learning Russian the Natural Way),,,
18.06.2025,,,,Learning Russian the natural way,Slow Russian Дядя Фёдор часть 2 Stories for learning Russian for beginners Level A1-А2,Beginner 2,Free,https://www.youtube.com/watch?v=EJLUSSbTNpU,,,,,,,,,,,,,,,,,,TRUE,Stories,Natasha (Learning Russian the Natural Way),,,
16.06.2025,,,,Learning Russian the natural way,B1-B2 Пеппи часть 3/// Learning Russian Is Easy!,Intermediate 2,Free,https://www.youtube.com/watch?v=8opdix_8qR0,,,,,,,,,,,,,,,,,,TRUE,Stories,Natasha (Learning Russian the Natural Way),,,
14.06.2025,,,,Learning Russian the natural way,Slow Russian Дядя Фёдор часть 1 Stories for learning Russian for beginners Level A1-А2,Beginner 2,Free,https://www.youtube.com/watch?v=HZzAQvxm9Ek,,,,,,,,,,,,,,,,,,TRUE,Stories,Natasha (Learning Russian the Natural Way),,,
12.06.2025,,,,Learning Russian the natural way,B1-B2 Пеппи часть 2 /// Learning Russian Is Easy!,Intermediate 2,Free,https://www.youtube.com/watch?v=IM8UCa0qwWw,,,,,,,,,,,,,,,,,,TRUE,Stories,Natasha (Learning Russian the Natural Way),,,
09.06.2025,,,,Learning Russian the natural way,Slow Russian A1-А2 Как заставить ребенка читать? Stories for learning Russian for beginners Level,Beginner 2,Free,https://www.youtube.com/watch?v=_mEl1BcqJcw,,,,,,,,,,,,,,,,,,TRUE,Stories,Natasha (Learning Russian the Natural Way),,,
07.06.2025,,,,Learning Russian the natural way,"B2 Karlson Book 2, part 14 /// Learning Russian Is Easy!",Intermediate 2,Free,https://www.youtube.com/watch?v=qobN1xUsejY,,,,,,,,,,,,,,,,,,TRUE,Stories,Natasha (Learning Russian the Natural Way),,,
05.06.2025,,,,Learning Russian the natural way,Slow Russian A1-А2 Не говори так Stories for learning Russian for beginners Level,Beginner 2,Free,https://www.youtube.com/watch?v=Dy0Ccv7q_SM,,,,,,,,,,,,,,,,,,TRUE,Stories,Natasha (Learning Russian the Natural Way),,,
04.06.2025,,,,Learning Russian the natural way,B1-B2 Пеппи /// Learning Russian Is Easy!,Intermediate 2,Free,https://www.youtube.com/watch?v=5z_covw0tvg,,,,,,,,,,,,,,,,,,TRUE,Stories,Natasha (Learning Russian the Natural Way),,,
02.06.2025,,,,Learning Russian the natural way,Slow Russian A1-А2 Несчастливый билет Stories for learning Russian for beginners Level,Beginner 2,Free,https://www.youtube.com/watch?v=N-3VtZ4cZW0,,,,,,,,,,,,,,,,,,TRUE,Stories,Natasha (Learning Russian the Natural Way),,,
30.05.2025,,,,Learning Russian the natural way,"B2 Karlson Book 2, part 13 /// Learning Russian Is Easy!",Intermediate 2,Free,https://www.youtube.com/watch?v=nbEJw0y6vfM,,,,,,,,,,,,,,,,,,TRUE,Stories,Natasha (Learning Russian the Natural Way),,,
